id,County,Population
48065,"Carson County, Texas",6009
48161,"Freestone County, Texas",19714
48197,"Hardeman County, Texas",3945
48045,"Briscoe County, Texas",1457
48291,"Liberty County, Texas",83702
48301,"Loving County, Texas",98
48395,"Robertson County, Texas",16990
48401,"Rusk County, Texas",53755
48455,"Trinity County, Texas",14620
48019,"Bandera County, Texas",22215
48075,"Childress County, Texas",7253
48091,"Comal County, Texas",141642
48225,"Houston County, Texas",22954
48349,"Navarro County, Texas",48995
48415,"Scurry County, Texas",17096
48433,"Stonewall County, Texas",1476
48021,"Bastrop County, Texas",84522
48025,"Bee County, Texas",32611
48103,"Crane County, Texas",4802
50021,"Rutland County, Vermont",58892
50017,"Orange County, Vermont",28908
50027,"Windsor County, Vermont",55275
49049,"Utah County, Utah",605490
49013,"Duchesne County, Utah",20148
49047,"Uintah County, Utah",36084
49011,"Davis County, Utah",345767
49015,"Emery County, Utah",10117
49017,"Garfield County, Utah",4998
51093,"Isle of Wight County, Virginia",36627
51620,"Franklin city, Virginia",8147
51678,"Lexington city, Virginia",7241
51089,"Henry County, Virginia",51308
51101,"King William County, Virginia",16688
51109,"Louisa County, Virginia",36040
51147,"Prince Edward County, Virginia",22905
51165,"Rockingham County, Virginia",80284
21035,"Calloway County, Kentucky",38837
21045,"Casey County, Kentucky",15885
21047,"Christian County, Kentucky",71414
21059,"Daviess County, Kentucky",100474
21085,"Grayson County, Kentucky",26247
21101,"Henderson County, Kentucky",45829
21103,"Henry County, Kentucky",15911
21107,"Hopkins County, Kentucky",45331
21109,"Jackson County, Kentucky",13369
21125,"Laurel County, Kentucky",60357
21157,"Marshall County, Kentucky",31192
21163,"Meade County, Kentucky",28182
21173,"Montgomery County, Kentucky",27884
21181,"Nicholas County, Kentucky",7153
21185,"Oldham County, Kentucky",65967
27041,"Douglas County, Minnesota",37513
27051,"Grant County, Minnesota",5935
27069,"Kittson County, Minnesota",4311
27079,"Le Sueur County, Minnesota",28242
21187,"Owen County, Kentucky",10796
21203,"Rockcastle County, Kentucky",16820
21209,"Scott County, Kentucky",54667
21227,"Warren County, Kentucky",128652
21003,"Allen County, Kentucky",20944
21017,"Bourbon County, Kentucky",20058
21029,"Bullitt County, Kentucky",80171
21055,"Crittenden County, Kentucky",9000
21075,"Fulton County, Kentucky",6130
21119,"Knott County, Kentucky",15260
21165,"Menifee County, Kentucky",6443
21177,"Muhlenberg County, Kentucky",30951
21193,"Perry County, Kentucky",26624
21237,"Wolfe County, Kentucky",7207
21051,"Clay County, Kentucky",20368
21013,"Bell County, Kentucky",26791
21057,"Cumberland County, Kentucky",6697
21083,"Graves County, Kentucky",37248
21129,"Lee County, Kentucky",6881
21031,"Butler County, Kentucky",12764
21061,"Edmonson County, Kentucky",12138
21097,"Harrison County, Kentucky",18722
21023,"Bracken County, Kentucky",8305
21179,"Nelson County, Kentucky",45650
21231,"Wayne County, Kentucky",20546
21155,"Marion County, Kentucky",19244
21221,"Trigg County, Kentucky",14449
21015,"Boone County, Kentucky",130820
21113,"Jessamine County, Kentucky",53032
21121,"Knox County, Kentucky",31365
21133,"Letcher County, Kentucky",22295
21139,"Livingston County, Kentucky",9235
21195,"Pike County, Kentucky",59497
21211,"Shelby County, Kentucky",47325
21005,"Anderson County, Kentucky",22409
21027,"Breckinridge County, Kentucky",20176
21073,"Franklin County, Kentucky",50529
21147,"McCreary County, Kentucky",17465
21151,"Madison County, Kentucky",90802
21169,"Metcalfe County, Kentucky",10036
21189,"Owsley County, Kentucky",4442
21213,"Simpson County, Kentucky",18183
21049,"Clark County, Kentucky",35971
21219,"Todd County, Kentucky",12316
21041,"Carroll County, Kentucky",10671
21053,"Clinton County, Kentucky",10193
21077,"Gallatin County, Kentucky",8737
22083,"Richland Parish, Louisiana",20350
27087,"Mahnomen County, Minnesota",5501
27025,"Chisago County, Minnesota",55315
27127,"Redwood County, Minnesota",15261
27173,"Yellow Medicine County, Minnesota",9814
27153,"Todd County, Minnesota",24494
27007,"Beltrami County, Minnesota",46403
27013,"Blue Earth County, Minnesota",66795
27055,"Houston County, Minnesota",18648
27073,"Lac qui Parle County, Minnesota",6719
27077,"Lake of the Woods County, Minnesota",3771
27111,"Otter Tail County, Minnesota",58195
27161,"Waseca County, Minnesota",18740
27137,"St. Louis County, Minnesota",199759
27003,"Anoka County, Minnesota",350253
27145,"Stearns County, Minnesota",158452
27037,"Dakota County, Minnesota",421453
27083,"Lyon County, Minnesota",25758
27089,"Marshall County, Minnesota",9372
27129,"Renville County, Minnesota",14652
27163,"Washington County, Minnesota",255938
27031,"Cook County, Minnesota",5376
29103,"Knox County, Missouri",3947
29139,"Montgomery County, Missouri",11487
29207,"Stoddard County, Missouri",29377
29007,"Audrain County, Missouri",25644
29077,"Greene County, Missouri",289756
29185,"St. Clair County, Missouri",9370
29197,"Schuyler County, Missouri",4555
29029,"Camden County, Missouri",45466
29099,"Jefferson County, Missouri",223951
29143,"New Madrid County, Missouri",17560
29173,"Ralls County, Missouri",10234
30017,"Custer County, Montana",11729
30075,"Powder River County, Montana",1607
30085,"Roosevelt County, Montana",11175
30051,"Liberty County, Montana",2351
30083,"Richland County, Montana",11199
30101,"Toole County, Montana",4892
30019,"Daniels County, Montana",1730
30045,"Judith Basin County, Montana",1954
30023,"Deer Lodge County, Montana",9106
30055,"McCone County, Montana",1790
30087,"Rosebud County, Montana",9152
30021,"Dawson County, Montana",9017
30007,"Broadwater County, Montana",5945
30071,"Phillips County, Montana",4077
31009,"Blaine County, Nebraska",477
31049,"Deuel County, Nebraska",1831
31113,"Logan County, Nebraska",927
31169,"Thayer County, Nebraska",5057
31001,"Adams County, Nebraska",31587
31011,"Boone County, Nebraska",5279
22099,"St. Martin Parish, Louisiana",53732
22115,"Vernon Parish, Louisiana",49646
22127,"Winn Parish, Louisiana",14313
22033,"East Baton Rouge Parish, Louisiana",443763
22085,"Sabine Parish, Louisiana",23991
22003,"Allen Parish, Louisiana",25618
22065,"Madison Parish, Louisiana",11306
22053,"Jefferson Davis Parish, Louisiana",31441
22093,"St. James Parish, Louisiana",21308
22043,"Grant Parish, Louisiana",22340
22125,"West Feliciana Parish, Louisiana",15428
22051,"Jefferson Parish, Louisiana",434850
01099,"Monroe County, Alabama",21270
01079,"Lawrence County, Alabama",33058
01081,"Lee County, Alabama",161152
01093,"Marion County, Alabama",29866
01107,"Pickens County, Alabama",20243
01119,"Sumter County, Alabama",12797
01073,"Jefferson County, Alabama",659680
01023,"Choctaw County, Alabama",12925
01059,"Franklin County, Alabama",31466
01091,"Marengo County, Alabama",19321
01113,"Russell County, Alabama",57952
01019,"Cherokee County, Alabama",25903
01039,"Covington County, Alabama",37200
01041,"Crenshaw County, Alabama",13844
01047,"Dallas County, Alabama",39149
01077,"Lauderdale County, Alabama",92556
01085,"Lowndes County, Alabama",10079
01087,"Macon County, Alabama",18708
01083,"Limestone County, Alabama",94727
01117,"Shelby County, Alabama",213432
01133,"Winston County, Alabama",23784
01003,"Baldwin County, Alabama",212830
01051,"Elmore County, Alabama",81144
01071,"Jackson County, Alabama",51852
01121,"Talladega County, Alabama",80387
01129,"Washington County, Alabama",16541
01027,"Clay County, Alabama",13337
01103,"Morgan County, Alabama",119213
01109,"Pike County, Alabama",33333
01033,"Colbert County, Alabama",54771
01045,"Dale County, Alabama",49277
01065,"Hale County, Alabama",14809
01049,"DeKalb County, Alabama",71310
01053,"Escambia County, Alabama",37057
01111,"Randolph County, Alabama",22647
01097,"Mobile County, Alabama",414114
01105,"Perry County, Alabama",9293
01029,"Cleburne County, Alabama",14916
01035,"Conecuh County, Alabama",12394
01005,"Barbour County, Alabama",25361
01007,"Bibb County, Alabama",22493
01015,"Calhoun County, Alabama",114618
01025,"Clarke County, Alabama",24128
01057,"Fayette County, Alabama",16494
31149,"Rock County, Nebraska",1414
31163,"Sherman County, Nebraska",3033
22011,"Beauregard Parish, Louisiana",37043
22013,"Bienville Parish, Louisiana",13564
22015,"Bossier Parish, Louisiana",126499
22023,"Cameron Parish, Louisiana",6930
22037,"East Feliciana Parish, Louisiana",19371
22095,"St. John the Baptist Parish, Louisiana",43242
22075,"Plaquemines Parish, Louisiana",23338
22073,"Ouachita Parish, Louisiana",155494
22117,"Washington Parish, Louisiana",46435
22097,"St. Landry Parish, Louisiana",83172
22001,"Acadia Parish, Louisiana",62457
22101,"St. Mary Parish, Louisiana",50968
22103,"St. Tammany Parish, Louisiana",255155
22111,"Union Parish, Louisiana",22353
22017,"Caddo Parish, Louisiana",245831
22005,"Ascension Parish, Louisiana",123114
22055,"Lafayette Parish, Louisiana",241973
22045,"Iberia Parish, Louisiana",71887
22061,"Lincoln Parish, Louisiana",47246
22091,"St. Helena Parish, Louisiana",10297
22119,"Webster Parish, Louisiana",39242
22031,"De Soto Parish, Louisiana",27289
22047,"Iberville Parish, Louisiana",32822
22063,"Livingston Parish, Louisiana",138928
22067,"Morehouse Parish, Louisiana",25610
22071,"Orleans Parish, Louisiana",390845
22109,"Terrebonne Parish, Louisiana",112054
22019,"Calcasieu Parish, Louisiana",201619
22027,"Claiborne Parish, Louisiana",15985
22009,"Avoyelles Parish, Louisiana",40669
22049,"Jackson Parish, Louisiana",15879
22077,"Pointe Coupee Parish, Louisiana",22016
22089,"St. Charles Parish, Louisiana",52773
22057,"Lafourche Parish, Louisiana",98108
22107,"Tensas Parish, Louisiana",4561
22059,"LaSalle Parish, Louisiana",14936
23015,"Lincoln County, Maine",34201
23027,"Waldo County, Maine",39539
23021,"Piscataquis County, Maine",16836
23003,"Aroostook County, Maine",67809
23029,"Washington County, Maine",31491
23013,"Knox County, Maine",39759
23023,"Sagadahoc County, Maine",35452
23011,"Kennebec County, Maine",121753
23007,"Franklin County, Maine",29982
23009,"Hancock County, Maine",54601
24510,"Baltimore city, Maryland",609032
24039,"Somerset County, Maryland",25729
24025,"Harford County, Maryland",252222
24001,"Allegany County, Maryland",71445
31093,"Howard County, Nebraska",6417
31073,"Gosper County, Nebraska",2013
31153,"Sarpy County, Nebraska",181232
31015,"Boyd County, Nebraska",1937
31059,"Fillmore County, Nebraska",5547
31091,"Hooker County, Nebraska",693
31159,"Seward County, Nebraska",17171
31181,"Webster County, Nebraska",3537
31023,"Butler County, Nebraska",8029
31005,"Arthur County, Nebraska",427
31067,"Gage County, Nebraska",21594
31099,"Kearney County, Nebraska",6529
31119,"Madison County, Nebraska",35080
31137,"Phelps County, Nebraska",9100
31179,"Wayne County, Nebraska",9332
31107,"Knox County, Nebraska",8426
31121,"Merrick County, Nebraska",7798
31133,"Pawnee County, Nebraska",2649
31183,"Wheeler County, Nebraska",783
32015,"Lander County, Nevada",5643
32009,"Esmeralda County, Nevada",969
32021,"Mineral County, Nevada",4460
32017,"Lincoln County, Nevada",5180
32031,"Washoe County, Nevada",456936
32510,"Carson City, Nevada",54773
33013,"Merrimack County, New Hampshire",149917
33001,"Belknap County, New Hampshire",60887
33017,"Strafford County, New Hampshire",129124
34025,"Monmouth County, New Jersey",621659
34037,"Sussex County, New Jersey",141483
34013,"Essex County, New Jersey",795404
34015,"Gloucester County, New Jersey",291165
34031,"Passaic County, New Jersey",503637
34003,"Bergen County, New Jersey",930390
34041,"Warren County, New Jersey",105862
34005,"Burlington County, New Jersey",445702
35029,"Luna County, New Mexico",24083
35055,"Taos County, New Mexico",32786
35007,"Colfax County, New Mexico",12168
35021,"Harding County, New Mexico",441
35037,"Quay County, New Mexico",8326
28103,"Noxubee County, Mississippi",10700
28137,"Tate County, Mississippi",28404
28107,"Panola County, Mississippi",34190
28161,"Yalobusha County, Mississippi",12367
19189,"Winnebago County, Iowa",10534
19165,"Shelby County, Iowa",11606
19007,"Appanoose County, Iowa",12452
19095,"Iowa County, Iowa",16189
19145,"Page County, Iowa",15268
19191,"Winneshiek County, Iowa",20262
19155,"Pottawattamie County, Iowa",93393
19127,"Marshall County, Iowa",39964
19015,"Boone County, Iowa",26370
19021,"Buena Vista County, Iowa",20058
19089,"Howard County, Iowa",9226
19077,"Guthrie County, Iowa",10669
19091,"Humboldt County, Iowa",9554
19121,"Madison County, Iowa",16012
72061,"Guaynabo Municipio, Puerto Rico",86937
72053,"Fajardo Municipio, Puerto Rico",31111
72007,"Aguas Buenas Municipio, Puerto Rico",25748
72065,"Hatillo Municipio, Puerto Rico",39950
72133,"Santa Isabel Municipio, Puerto Rico",21757
72097,"Mayagüez Municipio, Puerto Rico",75232
72119,"Río Grande Municipio, Puerto Rico",49613
72011,"Añasco Municipio, Puerto Rico",26934
72033,"Cataño Municipio, Puerto Rico",24271
72055,"Guánica Municipio, Puerto Rico",16293
72087,"Loíza Municipio, Puerto Rico",25778
72085,"Las Piedras Municipio, Puerto Rico",37499
72145,"Vega Baja Municipio, Puerto Rico",52192
05073,"Lafayette County, Arkansas",6800
05107,"Phillips County, Arkansas",18606
05149,"Yell County, Arkansas",21464
05011,"Bradley County, Arkansas",10874
05113,"Polk County, Arkansas",20094
05103,"Ouachita County, Arkansas",23830
05081,"Little River County, Arkansas",12347
05091,"Miller County, Arkansas",43572
05145,"White County, Arkansas",78762
06033,"Lake County, California",64195
06115,"Yuba County, California",76360
06035,"Lassen County, California",30818
06097,"Sonoma County, California",499772
06025,"Imperial County, California",180701
06001,"Alameda County, California",1656754
06055,"Napa County, California",139623
06091,"Sierra County, California",3040
06113,"Yolo County, California",217352
06057,"Nevada County, California",99244
06045,"Mendocino County, California",87224
06037,"Los Angeles County, California",10081570
06085,"Santa Clara County, California",1927470
06093,"Siskiyou County, California",43468
06015,"Del Norte County, California",27495
08015,"Chaffee County, Colorado",19557
08045,"Garfield County, Colorado",59055
08059,"Jefferson County, Colorado",574798
08103,"Rio Blanco County, Colorado",6384
08021,"Conejos County, Colorado",8128
08001,"Adams County, Colorado",504108
08037,"Eagle County, Colorado",54681
08081,"Moffat County, Colorado",13127
08017,"Cheyenne County, Colorado",2026
01101,"Montgomery County, Alabama",226941
01095,"Marshall County, Alabama",95643
01009,"Blount County, Alabama",57681
01067,"Henry County, Alabama",17133
01089,"Madison County, Alabama",362276
01001,"Autauga County, Alabama",55380
01123,"Tallapoosa County, Alabama",40541
01061,"Geneva County, Alabama",26417
01131,"Wilcox County, Alabama",10681
02016,"Aleutians West Census Area, Alaska",5698
02060,"Bristol Bay Borough, Alaska",875
02150,"Kodiak Island Borough, Alaska",13451
02188,"Northwest Arctic Borough, Alaska",7715
47107,"McMinn County, Tennessee",53053
47117,"Marshall County, Tennessee",32965
47143,"Rhea County, Tennessee",32719
47151,"Scott County, Tennessee",21969
47001,"Anderson County, Tennessee",76061
47049,"Fentress County, Tennessee",18213
47053,"Gibson County, Tennessee",49228
47069,"Hardeman County, Tennessee",25443
47105,"Loudon County, Tennessee",52340
47149,"Rutherford County, Tennessee",315815
47159,"Smith County, Tennessee",19740
47189,"Wilson County, Tennessee",136666
47171,"Unicoi County, Tennessee",17811
35027,"Lincoln County, New Mexico",19461
35005,"Chaves County, New Mexico",65144
35025,"Lea County, New Mexico",70277
35049,"Santa Fe County, New Mexico",149293
35059,"Union County, New Mexico",4133
35051,"Sierra County, New Mexico",11031
35053,"Socorro County, New Mexico",16858
35041,"Roosevelt County, New Mexico",18888
35013,"Doña Ana County, New Mexico",216069
35028,"Los Alamos County, New Mexico",18625
35039,"Rio Arriba County, New Mexico",39159
35047,"San Miguel County, New Mexico",27738
35061,"Valencia County, New Mexico",76027
35057,"Torrance County, New Mexico",15519
35001,"Bernalillo County, New Mexico",677858
35035,"Otero County, New Mexico",66137
35006,"Cibola County, New Mexico",26891
35011,"De Baca County, New Mexico",2040
35019,"Guadalupe County, New Mexico",4353
35003,"Catron County, New Mexico",3526
36005,"Bronx County, New York",1435068
36067,"Onondaga County, New York",462872
36019,"Clinton County, New York",80583
36099,"Seneca County, New York",34390
36079,"Putnam County, New York",98787
36043,"Herkimer County, New York",62057
36069,"Ontario County, New York",109511
36101,"Steuben County, New York",96422
36041,"Hamilton County, New York",4515
36013,"Chautauqua County, New York",128496
36047,"Kings County, New York",2589974
36107,"Tioga County, New York",48686
36073,"Orleans County, New York",40904
36091,"Saratoga County, New York",228502
36021,"Columbia County, New York",60371
36049,"Lewis County, New York",26572
36119,"Westchester County, New York",968890
36025,"Delaware County, New York",44995
36057,"Montgomery County, New York",49302
36085,"Richmond County, New York",474893
36089,"St. Lawrence County, New York",108913
36109,"Tompkins County, New York",102642
36113,"Warren County, New York",64276
36023,"Cortland County, New York",47865
36027,"Dutchess County, New York",293754
56031,"Platte County, Wyoming",8582
56033,"Sheridan County, Wyoming",30140
56003,"Big Horn County, Wyoming",11882
56011,"Crook County, Wyoming",7472
56029,"Park County, Wyoming",29148
56001,"Albany County, Wyoming",38390
56007,"Carbon County, Wyoming",15247
56015,"Goshen County, Wyoming",13342
56041,"Uinta County, Wyoming",20479
56043,"Washakie County, Wyoming",8027
56017,"Hot Springs County, Wyoming",4607
56013,"Fremont County, Wyoming",39812
56035,"Sublette County, Wyoming",9880
56045,"Weston County, Wyoming",7049
72009,"Aibonito Municipio, Puerto Rico",22988
72077,"Juncos Municipio, Puerto Rico",38780
72079,"Lajas Municipio, Puerto Rico",22835
72001,"Adjuntas Municipio, Puerto Rico",17891
72027,"Camuy Municipio, Puerto Rico",31598
72103,"Naguabo Municipio, Puerto Rico",26075
72105,"Naranjito Municipio, Puerto Rico",28112
72013,"Arecibo Municipio, Puerto Rico",85390
72015,"Arroyo Municipio, Puerto Rico",17805
72115,"Quebradillas Municipio, Puerto Rico",23629
72057,"Guayama Municipio, Puerto Rico",40889
72049,"Culebra Municipio, Puerto Rico",1311
72063,"Gurabo Municipio, Puerto Rico",46910
72017,"Barceloneta Municipio, Puerto Rico",24079
72153,"Yauco Municipio, Puerto Rico",35428
72005,"Aguadilla Municipio, Puerto Rico",52803
72023,"Cabo Rojo Municipio, Puerto Rico",48487
72109,"Patillas Municipio, Puerto Rico",16929
72149,"Villalba Municipio, Puerto Rico",22403
72031,"Carolina Municipio, Puerto Rico",153779
72035,"Cayey Municipio, Puerto Rico",43785
72069,"Humacao Municipio, Puerto Rico",52507
72101,"Morovis Municipio, Puerto Rico",30962
72139,"Trujillo Alto Municipio, Puerto Rico",66338
72091,"Manatí Municipio, Puerto Rico",38836
72111,"Peñuelas Municipio, Puerto Rico",20383
72117,"Rincón Municipio, Puerto Rico",14056
72125,"San Germán Municipio, Puerto Rico",31442
72131,"San Sebastián Municipio, Puerto Rico",37120
36055,"Monroe County, New York",743341
36065,"Oneida County, New York",229959
36111,"Ulster County, New York",178665
36015,"Chemung County, New York",84895
36051,"Livingston County, New York",63591
36077,"Otsego County, New York",59972
36039,"Greene County, New York",47424
36001,"Albany County, New York",306968
36003,"Allegany County, New York",46688
36009,"Cattaraugus County, New York",77121
36053,"Madison County, New York",71205
36093,"Schenectady County, New York",154859
36037,"Genesee County, New York",57808
36123,"Yates County, New York",25011
37079,"Greene County, North Carolina",21033
37121,"Mitchell County, North Carolina",15004
37041,"Chowan County, North Carolina",14097
37005,"Alleghany County, North Carolina",11008
37027,"Caldwell County, North Carolina",81884
37035,"Catawba County, North Carolina",157613
37045,"Cleveland County, North Carolina",97282
37049,"Craven County, North Carolina",102491
37065,"Edgecombe County, North Carolina",52648
37077,"Granville County, North Carolina",59328
37085,"Harnett County, North Carolina",132283
37093,"Hoke County, North Carolina",53957
37089,"Henderson County, North Carolina",114913
37095,"Hyde County, North Carolina",5213
37097,"Iredell County, North Carolina",175538
37119,"Mecklenburg County, North Carolina",1074475
37131,"Northampton County, North Carolina",19946
37147,"Pitt County, North Carolina",178433
37159,"Rowan County, North Carolina",140296
37181,"Vance County, North Carolina",44479
37039,"Cherokee County, North Carolina",27969
37053,"Currituck County, North Carolina",26363
37179,"Union County, North Carolina",231053
37193,"Wilkes County, North Carolina",68469
37127,"Nash County, North Carolina",94030
37003,"Alexander County, North Carolina",37213
37055,"Dare County, North Carolina",36222
37185,"Warren County, North Carolina",19898
37195,"Wilson County, North Carolina",81435
37073,"Gates County, North Carolina",11548
37075,"Graham County, North Carolina",8509
37115,"Madison County, North Carolina",21499
37137,"Pamlico County, North Carolina",12701
37149,"Polk County, North Carolina",20557
37151,"Randolph County, North Carolina",143118
37169,"Stokes County, North Carolina",45781
37187,"Washington County, North Carolina",11922
37043,"Clay County, North Carolina",10946
37051,"Cumberland County, North Carolina",332861
37081,"Guilford County, North Carolina",527868
37099,"Jackson County, North Carolina",42938
37139,"Pasquotank County, North Carolina",39514
37155,"Robeson County, North Carolina",132596
37173,"Swain County, North Carolina",14260
37183,"Wake County, North Carolina",1069079
37007,"Anson County, North Carolina",24902
37111,"McDowell County, North Carolina",45227
37069,"Franklin County, North Carolina",66362
37103,"Jones County, North Carolina",9594
37113,"Macon County, North Carolina",34813
37019,"Brunswick County, North Carolina",131815
37175,"Transylvania County, North Carolina",33775
37013,"Beaufort County, North Carolina",47168
37047,"Columbus County, North Carolina",56068
37109,"Lincoln County, North Carolina",82919
37123,"Montgomery County, North Carolina",27252
37135,"Orange County, North Carolina",144836
37153,"Richmond County, North Carolina",44997
37163,"Sampson County, North Carolina",63385
37171,"Surry County, North Carolina",71971
37011,"Avery County, North Carolina",17506
37021,"Buncombe County, North Carolina",256886
37025,"Cabarrus County, North Carolina",206615
37033,"Caswell County, North Carolina",22684
37059,"Davie County, North Carolina",42257
37057,"Davidson County, North Carolina",165381
37061,"Duplin County, North Carolina",58967
37063,"Durham County, North Carolina",311848
37091,"Hertford County, North Carolina",24012
37105,"Lee County, North Carolina",60481
37129,"New Hanover County, North Carolina",227938
37141,"Pender County, North Carolina",60399
37191,"Wayne County, North Carolina",123603
37165,"Scotland County, North Carolina",35076
37189,"Watauga County, North Carolina",54925
37083,"Halifax County, North Carolina",51190
37001,"Alamance County, North Carolina",163324
37177,"Tyrrell County, North Carolina",4095
38089,"Stark County, North Dakota",31081
38103,"Wells County, North Dakota",3976
38013,"Burke County, North Dakota",2182
38061,"Mountrail County, North Dakota",10321
38105,"Williams County, North Dakota",35208
38007,"Billings County, North Dakota",922
38043,"Kidder County, North Dakota",2466
38019,"Cavalier County, North Dakota",3803
38037,"Grant County, North Dakota",2353
38049,"McHenry County, North Dakota",5878
38091,"Steele County, North Dakota",1744
38005,"Benson County, North Dakota",6873
38045,"LaMoure County, North Dakota",4125
38059,"Morton County, North Dakota",30868
38025,"Dunn County, North Dakota",4395
38051,"McIntosh County, North Dakota",2597
38063,"Nelson County, North Dakota",2894
38079,"Rolette County, North Dakota",14511
38099,"Walsh County, North Dakota",10751
38009,"Bottineau County, North Dakota",6502
38003,"Barnes County, North Dakota",10706
38035,"Grand Forks County, North Dakota",70224
38053,"McKenzie County, North Dakota",13334
38055,"McLean County, North Dakota",9584
38069,"Pierce County, North Dakota",4126
38075,"Renville County, North Dakota",2442
38011,"Bowman County, North Dakota",3148
38015,"Burleigh County, North Dakota",94793
38047,"Logan County, North Dakota",1872
38065,"Oliver County, North Dakota",1842
38093,"Stutsman County, North Dakota",20965
38071,"Ramsey County, North Dakota",11583
38031,"Foster County, North Dakota",3260
38039,"Griggs County, North Dakota",2409
38083,"Sheridan County, North Dakota",1409
38087,"Slope County, North Dakota",742
39159,"Union County, Ohio",56707
39131,"Pike County, Ohio",28000
39125,"Paulding County, Ohio",18809
39061,"Hamilton County, Ohio",813589
39049,"Franklin County, Ohio",1290360
39101,"Marion County, Ohio",65299
39157,"Tuscarawas County, Ohio",92335
39169,"Wayne County, Ohio",116099
39015,"Brown County, Ohio",43572
39017,"Butler County, Ohio",380019
39067,"Harrison County, Ohio",15211
39083,"Knox County, Ohio",61481
39089,"Licking County, Ohio",173750
39139,"Richland County, Ohio",121100
39163,"Vinton County, Ohio",13083
39019,"Carroll County, Ohio",27332
39063,"Hancock County, Ohio",75837
39025,"Clermont County, Ohio",204275
39045,"Fairfield County, Ohio",154457
39039,"Defiance County, Ohio",38160
39071,"Highland County, Ohio",43016
39069,"Henry County, Ohio",27208
39081,"Jefferson County, Ohio",66371
39133,"Portage County, Ohio",162511
39137,"Putnam County, Ohio",33911
39013,"Belmont County, Ohio",68024
39027,"Clinton County, Ohio",41957
39047,"Fayette County, Ohio",28620
39127,"Perry County, Ohio",36022
39129,"Pickaway County, Ohio",57762
39097,"Madison County, Ohio",44135
39119,"Muskingum County, Ohio",86131
39143,"Sandusky County, Ohio",59029
39161,"Van Wert County, Ohio",28261
39167,"Washington County, Ohio",60426
39011,"Auglaize County, Ohio",45729
39037,"Darke County, Ohio",51513
39123,"Ottawa County, Ohio",40632
39065,"Hardin County, Ohio",31425
39079,"Jackson County, Ohio",32450
39077,"Huron County, Ohio",58339
39009,"Athens County, Ohio",65917
39001,"Adams County, Ohio",27776
39103,"Medina County, Ohio",177980
39095,"Lucas County, Ohio",431102
39121,"Noble County, Ohio",14416
72021,"Bayamón Municipio, Puerto Rico",178192
72029,"Canóvanas Municipio, Puerto Rico",45588
72045,"Comerío Municipio, Puerto Rico",19224
72075,"Juana Díaz Municipio, Puerto Rico",46152
72083,"Las Marías Municipio, Puerto Rico",8370
72047,"Corozal Municipio, Puerto Rico",33500
72095,"Maunabo Municipio, Puerto Rico",10776
72113,"Ponce Municipio, Puerto Rico",139671
72135,"Toa Alta Municipio, Puerto Rico",72864
72137,"Toa Baja Municipio, Puerto Rico",77810
72147,"Vieques Municipio, Puerto Rico",8642
72151,"Yabucoa Municipio, Puerto Rico",33499
72003,"Aguada Municipio, Puerto Rico",37954
72025,"Caguas Municipio, Puerto Rico",128937
72041,"Cidra Municipio, Puerto Rico",39607
72043,"Coamo Municipio, Puerto Rico",38906
72051,"Dorado Municipio, Puerto Rico",36803
72089,"Luquillo Municipio, Puerto Rico",18224
72019,"Barranquitas Municipio, Puerto Rico",28393
72107,"Orocovis Municipio, Puerto Rico",20982
72129,"San Lorenzo Municipio, Puerto Rico",37209
72037,"Ceiba Municipio, Puerto Rico",11515
72039,"Ciales Municipio, Puerto Rico",16513
72071,"Isabela Municipio, Puerto Rico",41707
72073,"Jayuya Municipio, Puerto Rico",14539
72081,"Lares Municipio, Puerto Rico",25696
72127,"San Juan Municipio, Puerto Rico",335468
72143,"Vega Alta Municipio, Puerto Rico",37106
72093,"Maricao Municipio, Puerto Rico",6075
39147,"Seneca County, Ohio",55351
39151,"Stark County, Ohio",372404
39031,"Coshocton County, Ohio",36585
39041,"Delaware County, Ohio",201135
39055,"Geauga County, Ohio",93843
39073,"Hocking County, Ohio",28390
39085,"Lake County, Ohio",229954
39141,"Ross County, Ohio",76948
39035,"Cuyahoga County, Ohio",1247451
39075,"Holmes County, Ohio",43901
39109,"Miami County, Ohio",105371
39111,"Monroe County, Ohio",13942
39155,"Trumbull County, Ohio",200367
39173,"Wood County, Ohio",130150
39005,"Ashland County, Ohio",53536
40043,"Dewey County, Oklahoma",4922
40059,"Harper County, Oklahoma",3760
40083,"Logan County, Oklahoma",46683
40143,"Tulsa County, Oklahoma",646419
40147,"Washington County, Oklahoma",51886
40057,"Harmon County, Oklahoma",2710
40061,"Haskell County, Oklahoma",12687
40111,"Okmulgee County, Oklahoma",38749
40113,"Osage County, Oklahoma",47226
40067,"Jefferson County, Oklahoma",6158
40047,"Garfield County, Oklahoma",61898
40049,"Garvin County, Oklahoma",27835
40121,"Pittsburg County, Oklahoma",44146
40123,"Pontotoc County, Oklahoma",38355
40129,"Roger Mills County, Oklahoma",3667
40153,"Woodward County, Oklahoma",20727
40021,"Cherokee County, Oklahoma",48664
40041,"Delaware County, Oklahoma",42433
40045,"Ellis County, Oklahoma",4015
40051,"Grady County, Oklahoma",55071
40119,"Payne County, Oklahoma",81815
40125,"Pottawatomie County, Oklahoma",72154
40037,"Creek County, Oklahoma",71427
40141,"Tillman County, Oklahoma",7413
40149,"Washita County, Oklahoma",11225
